,Time (EET),Ask,Bid,AskVolume,BidVolume
116,2024-01-02 00:28:10.912,140.911,140.854,0.9,2.1
117,2024-01-02 00:28:11.868,140.91,140.854,1.64,2.1
118,2024-01-02 00:28:11.970,140.906,140.854,0.14,2.1
119,2024-01-02 00:28:12.071,140.903,140.854,0.45,2.1
120,2024-01-02 00:28:12.979,140.9,140.854,0.9,2.1
121,2024-01-02 00:28:23.688,140.905,140.862,0.9,2.7
122,2024-01-02 00:28:23.739,140.904,140.86,0.9,1.8
123,2024-01-02 00:28:23.840,140.911,140.86,0.9,1.8
124,2024-01-02 00:28:24.644,140.911,140.854,0.9,2.1
125,2024-01-02 00:28:24.846,140.908,140.854,0.45,2.1
126,2024-01-02 00:28:25.301,140.924,140.897,0.45,1.2
127,2024-01-02 00:28:25.403,140.931,140.899,0.45,2.85
128,2024-01-02 00:28:25.504,141.002,140.899,1.1,1.6
129,2024-01-02 00:28:26.665,140.992,140.899,1.2,1.6
130,2024-01-02 00:28:27.169,140.992,140.931,1.2,0.9
131,2024-01-02 00:28:27.271,140.994,140.931,1.2,1.2
132,2024-01-02 00:28:29.380,140.997,140.924,1.2,1.2
133,2024-01-02 00:28:29.431,140.995,140.923,1.2,0.9
134,2024-01-02 00:28:29.482,140.994,140.899,1.6,1.6
135,2024-01-02 00:28:30.488,140.992,140.899,1.1,1.6
136,2024-01-02 00:28:30.942,140.988,140.894,1.2,1.6
137,2024-01-02 00:28:30.993,140.992,140.894,1.35,0.9
138,2024-01-02 00:28:31.044,140.992,140.877,1.2,1.2
139,2024-01-02 00:28:35.367,140.989,140.877,1.2,1.2
140,2024-01-02 00:28:39.448,140.988,140.871,1.8,1.1
141,2024-01-02 00:28:39.500,140.988,140.867,1.8,2.47
142,2024-01-02 00:28:44.924,140.991,140.869,1.2,1.6
143,2024-01-02 00:28:44.975,140.989,140.869,1.2,1.6
144,2024-01-02 00:28:46.382,140.99,140.898,1.6,1.2
145,2024-01-02 00:28:46.483,140.986,140.899,1.2,1.6
146,2024-01-02 00:28:48.244,140.986,140.908,1.2,1.2
147,2024-01-02 00:28:48.345,140.986,140.908,1.1,1.2
148,2024-01-02 00:28:48.799,140.986,140.908,1.1,1.6
149,2024-01-02 00:28:51.314,140.986,140.92,1.1,1.2
150,2024-01-02 00:28:51.466,140.99,140.92,1.72,1.2
151,2024-01-02 00:28:52.069,140.99,140.92,1.8,1.2
152,2024-01-02 00:28:52.171,140.99,140.914,1.72,1.6
153,2024-01-02 00:28:52.725,140.986,140.904,1.1,1.6
154,2024-01-02 00:28:52.826,140.986,140.901,1.2,1.6
155,2024-01-02 00:28:53.280,140.986,140.894,1.2,1.1
156,2024-01-02 00:28:53.331,140.985,140.894,1.8,0.9
157,2024-01-02 00:28:53.432,140.985,140.889,1.8,1.2
158,2024-01-02 00:28:53.533,140.985,140.869,1.8,2.85
159,2024-01-02 00:28:53.886,140.986,140.88,1.2,0.45
160,2024-01-02 00:28:53.938,140.986,140.864,1.2,1.2
161,2024-01-02 00:28:54.039,140.986,140.859,1.2,2.1
162,2024-01-02 00:28:58.360,140.988,140.872,1.35,1.2
163,2024-01-02 00:28:58.461,140.986,140.872,1.2,2.25
164,2024-01-02 00:28:59.114,140.986,140.872,1.2,2.47
165,2024-01-02 00:29:11.450,140.985,140.872,1.2,1.6
166,2024-01-02 00:29:30.312,140.989,140.874,2.1,1.6
167,2024-01-02 00:29:33.121,140.987,140.873,1.2,1.72
168,2024-01-02 00:29:35.428,140.988,140.874,1.35,1.6
169,2024-01-02 00:29:40.844,140.986,140.877,1.2,1.35
170,2024-01-02 00:29:41.146,140.986,140.877,1.2,1.6
171,2024-01-02 00:29:42.602,140.986,140.876,1.2,1.6
172,2024-01-02 00:29:46.110,140.987,140.874,1.35,2.1
173,2024-01-02 00:29:46.461,140.987,140.874,1.6,2.1
174,2024-01-02 00:29:47.164,140.987,140.874,1.6,2.1
175,2024-01-02 00:29:48.168,140.987,140.874,1.35,2.1
176,2024-01-02 00:29:54.332,140.987,140.874,1.6,3.6
177,2024-01-02 00:29:58.343,140.987,140.874,1.6,3.6
178,2024-01-02 00:30:02.157,140.987,140.874,1.6,3.6
179,2024-01-02 00:30:09.224,140.987,140.874,1.6,3.6
180,2024-01-02 00:30:44.574,140.99,140.887,2.1,1.2
181,2024-01-02 00:30:45.278,140.989,140.886,2.1,1.6
182,2024-01-02 00:30:47.992,140.981,140.888,1.2,1.6
183,2024-01-02 00:30:48.194,140.977,140.888,1.1,1.2
184,2024-01-02 00:30:55.276,140.98,140.887,1.6,2.1
185,2024-01-02 00:30:56.984,140.977,140.888,1.1,2.1
186,2024-01-02 00:31:04.055,140.977,140.888,1.1,2.1
187,2024-01-02 00:31:34.415,140.974,140.888,1.2,2.1
188,2024-01-02 00:31:46.649,140.977,140.888,1.6,2.1
189,2024-01-02 00:32:04.097,140.977,140.888,1.2,1.8
190,2024-01-02 00:32:13.152,140.979,140.889,1.6,1.2
191,2024-01-02 00:32:20.733,140.976,140.888,1.2,1.2
192,2024-01-02 00:32:30.419,140.975,140.898,1.2,1.2
193,2024-01-02 00:32:30.521,140.975,140.899,1.2,1.2
194,2024-01-02 00:32:30.622,140.975,140.898,1.2,1.8
195,2024-01-02 00:32:31.426,140.975,140.894,1.2,1.2
196,2024-01-02 00:32:31.528,140.974,140.889,1.2,1.2
197,2024-01-02 00:34:03.140,140.978,140.89,2.1,1.2
198,2024-01-02 00:34:39.606,140.979,140.89,1.2,1.2
199,2024-01-02 00:34:41.964,140.978,140.89,1.8,1.2
200,2024-01-02 00:34:46.481,140.978,140.89,2.1,1.2
201,2024-01-02 00:34:58.123,140.979,140.891,1.6,1.2
202,2024-01-02 00:35:09.664,140.979,140.898,1.6,1.8
203,2024-01-02 00:35:09.766,140.976,140.897,1.2,1.8
204,2024-01-02 00:35:14.837,140.975,140.899,1.2,1.2
205,2024-01-02 00:35:48.064,140.976,140.899,1.35,1.2
206,2024-01-02 00:37:00.585,140.98,140.899,1.2,1.2
207,2024-01-02 00:37:56.336,140.982,140.899,1.8,1.2
208,2024-01-02 00:38:25.271,140.988,140.935,0.9,1.2
209,2024-01-02 00:38:25.423,140.988,140.943,1.35,2.1
210,2024-01-02 00:38:25.525,140.988,140.943,1.2,2.1
211,2024-01-02 00:38:27.288,140.989,140.941,1.2,2.1
212,2024-01-02 00:38:28.698,140.98,140.946,1.2,0.45
213,2024-01-02 00:38:28.800,140.981,140.946,1.6,0.45
214,2024-01-02 00:38:28.851,140.976,140.899,1.35,1.2
215,2024-01-02 00:38:30.662,140.976,140.895,1.35,0.45
216,2024-01-02 00:38:30.764,140.986,140.889,2.1,0.45
217,2024-01-02 00:38:30.865,140.99,140.859,2.1,1.2
218,2024-01-02 00:38:30.967,140.984,140.86,1.2,1.2
219,2024-01-02 00:38:32.024,140.984,140.945,1.2,0.9
220,2024-01-02 00:38:32.127,140.984,140.95,0.9,1.2
221,2024-01-02 00:38:32.228,141.002,140.95,1.2,1.2
222,2024-01-02 00:38:36.105,141.003,140.951,1.2,1.2
223,2024-01-02 00:38:40.473,141.003,140.955,1.2,1.2
224,2024-01-02 00:38:41.527,141.003,140.958,1.2,1.2
225,2024-01-02 00:38:42.331,140.997,140.955,1.2,1.2
226,2024-01-02 00:38:42.432,140.996,140.956,1.2,1.2
227,2024-01-02 00:38:43.437,140.993,140.959,1.2,1.2
228,2024-01-02 00:38:44.494,140.992,140.959,1.2,1.2
229,2024-01-02 00:38:45.499,140.992,140.96,1.2,1.2
230,2024-01-02 00:38:57.210,140.99,140.961,0.9,1.2
231,2024-01-02 00:39:01.635,140.988,140.956,1.2,0.9
232,2024-01-02 00:39:01.686,140.99,140.942,1.8,0.9
233,2024-01-02 00:39:01.737,140.984,140.873,1.2,0.9
234,2024-01-02 00:39:01.839,140.984,140.861,1.2,1.2
235,2024-01-02 00:39:01.940,140.984,140.86,1.2,1.2
236,2024-01-02 00:39:14.599,140.985,140.858,1.2,1.2
237,2024-01-02 00:39:21.581,140.971,140.858,1.2,1.2
238,2024-01-02 00:39:21.684,140.968,140.859,1.6,1.2
239,2024-01-02 00:39:37.852,140.966,140.861,1.6,1.8
240,2024-01-02 00:39:38.004,140.958,140.86,1.2,1.8
241,2024-01-02 00:39:38.106,140.958,140.861,1.2,1.8
242,2024-01-02 00:39:38.207,140.956,140.861,1.2,1.8
243,2024-01-02 00:39:40.470,140.957,140.859,1.8,1.8
244,2024-01-02 00:39:40.572,140.946,140.861,0.9,2.25
245,2024-01-02 00:39:40.673,140.947,140.861,0.9,2.25
246,2024-01-02 00:39:42.534,140.949,140.86,0.9,2.25
247,2024-01-02 00:39:43.441,140.947,140.861,0.9,2.25
248,2024-01-02 00:39:43.743,140.945,140.861,0.9,2.25
249,2024-01-02 00:39:53.993,140.944,140.859,0.9,2.1
250,2024-01-02 00:40:07.886,140.946,140.859,0.9,2.1
251,2024-01-02 00:40:43.840,140.946,140.859,1.2,2.1
252,2024-01-02 00:41:09.916,140.946,140.862,1.2,1.2
253,2024-01-02 00:41:10.920,140.946,140.86,1.2,2.1
254,2024-01-02 00:41:44.116,140.957,140.859,1.2,2.7
255,2024-01-02 00:42:00.165,140.957,140.861,1.2,1.8
256,2024-01-02 00:42:05.931,140.955,140.861,1.2,1.8
257,2024-01-02 00:42:12.000,140.955,140.859,1.2,1.8
258,2024-01-02 00:42:12.803,140.955,140.861,1.2,1.8
259,2024-01-02 00:42:15.762,140.948,140.861,1.2,2.25
260,2024-01-02 00:42:18.521,140.948,140.863,1.2,1.2
261,2024-01-02 00:42:18.622,140.941,140.863,0.9,1.2
262,2024-01-02 00:42:39.273,140.943,140.863,0.9,1.2
263,2024-01-02 00:42:40.228,140.945,140.863,1.2,1.2
264,2024-01-02 00:42:44.692,140.945,140.868,1.2,1.2
265,2024-01-02 00:42:44.894,140.943,140.868,0.9,1.2
266,2024-01-02 00:42:45.698,140.944,140.868,1.2,1.2
267,2024-01-02 00:42:47.959,140.941,140.868,1.2,1.8
268,2024-01-02 00:43:00.763,140.942,140.868,1.2,1.8
269,2024-01-02 00:43:15.677,140.942,140.869,1.2,1.2
270,2024-01-02 00:43:40.218,140.941,140.868,1.2,2.7
271,2024-01-02 00:44:40.265,140.951,140.868,1.2,1.8
272,2024-01-02 00:45:00.728,140.941,140.868,1.2,1.2
273,2024-01-02 00:45:01.633,140.941,140.875,1.2,1.2
274,2024-01-02 00:45:04.644,140.941,140.876,1.2,1.2
275,2024-01-02 00:45:15.688,140.938,140.876,0.9,1.2
276,2024-01-02 00:45:25.365,140.938,140.877,0.9,1.2
277,2024-01-02 00:45:25.567,140.938,140.878,0.9,1.2
278,2024-01-02 00:45:27.823,140.938,140.877,0.9,1.2
279,2024-01-02 00:46:00.671,140.938,140.882,0.9,0.9
280,2024-01-02 00:46:00.771,140.938,140.877,0.9,1.2
281,2024-01-02 00:46:01.625,140.937,140.877,0.9,1.2
282,2024-01-02 00:46:01.726,140.937,140.878,0.9,1.2
283,2024-01-02 00:46:16.267,140.937,140.875,0.9,1.2
284,2024-01-02 00:46:27.802,140.937,140.874,0.9,1.2
285,2024-01-02 00:46:30.062,140.939,140.874,1.2,1.2
286,2024-01-02 00:46:31.918,140.94,140.874,1.2,1.2
287,2024-01-02 00:47:14.840,140.94,140.873,1.2,1.2
288,2024-01-02 00:47:51.845,140.939,140.875,1.2,1.2
289,2024-01-02 00:47:55.504,140.94,140.873,1.2,1.2
290,2024-01-02 00:47:56.558,140.94,140.874,1.2,1.2
291,2024-01-02 00:48:19.616,140.942,140.878,1.2,0.9
292,2024-01-02 00:48:30.666,140.942,140.875,1.2,1.2
293,2024-01-02 00:48:30.768,140.942,140.873,1.2,1.2
294,2024-01-02 00:48:35.830,140.942,140.875,1.2,1.2
295,2024-01-02 00:49:08.822,140.939,140.875,1.2,1.2
296,2024-01-02 00:49:09.073,140.942,140.875,1.2,1.2
297,2024-01-02 00:49:30.710,140.942,140.874,1.2,1.2
298,2024-01-02 00:49:30.811,140.941,140.874,1.2,1.2
299,2024-01-02 00:49:34.427,140.941,140.877,1.2,0.9
300,2024-01-02 00:49:34.528,140.941,140.872,1.2,1.2
301,2024-01-02 00:49:34.630,140.941,140.871,1.2,1.2
302,2024-01-02 00:49:35.235,140.941,140.87,1.2,1.2
303,2024-01-02 00:49:41.610,140.941,140.871,1.2,1.2
304,2024-01-02 00:49:41.711,140.94,140.871,1.2,1.2
305,2024-01-02 00:49:42.113,140.941,140.871,1.2,1.2
306,2024-01-02 00:49:45.524,140.94,140.875,1.2,1.2
307,2024-01-02 00:49:46.678,140.941,140.875,1.2,1.2
308,2024-01-02 00:50:11.245,140.941,140.878,1.2,0.9
309,2024-01-02 00:50:11.747,140.942,140.874,1.2,1.2
310,2024-01-02 00:50:18.064,140.939,140.875,1.2,1.2
311,2024-01-02 00:50:18.165,140.941,140.875,1.2,1.2
312,2024-01-02 00:50:30.718,140.938,140.875,1.2,0.9
313,2024-01-02 00:50:32.375,140.933,140.874,0.45,0.9
314,2024-01-02 00:50:32.476,140.929,140.874,0.45,0.9
315,2024-01-02 00:50:32.679,140.928,140.874,0.9,0.9
316,2024-01-02 00:50:33.435,140.934,140.874,1.2,0.9
317,2024-01-02 00:50:38.250,140.934,140.876,1.2,0.9
318,2024-01-02 00:51:38.425,140.941,140.862,1.2,1.8
319,2024-01-02 00:51:51.113,140.942,140.859,1.2,1.2
320,2024-01-02 00:51:56.127,140.941,140.862,1.2,1.8
321,2024-01-02 00:52:25.462,140.941,140.861,1.2,1.2
322,2024-01-02 00:52:30.477,140.941,140.862,1.2,1.8
323,2024-01-02 00:52:30.834,140.934,140.865,1.2,1.2
324,2024-01-02 00:52:30.935,140.934,140.868,1.2,1.2
325,2024-01-02 00:52:33.395,140.934,140.865,1.2,1.2
326,2024-01-02 00:53:12.943,140.934,140.867,1.2,1.2
327,2024-01-02 00:53:13.044,140.934,140.865,1.2,1.2
328,2024-01-02 00:53:33.407,140.934,140.868,1.2,1.2
329,2024-01-02 00:54:24.628,140.934,140.865,1.2,1.2
330,2024-01-02 00:54:35.262,140.934,140.869,1.2,1.2
331,2024-01-02 00:54:53.531,140.935,140.864,1.2,1.8
332,2024-01-02 00:54:53.632,140.934,140.869,1.2,1.2
333,2024-01-02 00:55:00.804,140.934,140.865,1.2,1.8
334,2024-01-02 00:55:12.437,140.934,140.866,1.2,1.2
335,2024-01-02 00:55:15.648,140.934,140.87,1.2,1.2
336,2024-01-02 00:55:16.252,140.939,140.87,1.2,1.2
337,2024-01-02 00:55:16.555,140.937,140.869,1.2,1.2
338,2024-01-02 00:55:24.239,140.937,140.867,1.2,1.2
339,2024-01-02 00:55:25.294,140.937,140.869,1.2,1.2
340,2024-01-02 00:55:27.054,140.937,140.87,1.2,1.2
341,2024-01-02 00:55:29.817,140.937,140.866,1.2,1.8
342,2024-01-02 00:55:46.130,140.935,140.866,1.2,1.8
343,2024-01-02 00:55:46.331,140.937,140.866,1.2,1.8
344,2024-01-02 00:55:58.466,140.937,140.869,1.2,1.2
345,2024-01-02 00:56:01.776,140.937,140.866,1.2,1.6
346,2024-01-02 00:56:12.355,140.937,140.866,1.2,1.6
347,2024-01-02 00:56:16.317,140.938,140.869,1.2,1.35
348,2024-01-02 00:56:54.126,140.939,140.865,1.2,1.6
349,2024-01-02 00:57:07.281,140.938,140.876,1.2,1.2
350,2024-01-02 00:57:07.382,140.939,140.865,1.2,1.6
351,2024-01-02 00:57:07.483,140.938,140.866,1.2,1.2
352,2024-01-02 00:57:17.528,140.938,140.876,1.2,1.2
353,2024-01-02 00:57:34.155,140.938,140.875,1.2,1.2
354,2024-01-02 00:57:56.691,140.938,140.874,1.2,1.2
355,2024-01-02 00:58:08.825,140.938,140.875,1.2,0.9
356,2024-01-02 00:58:14.499,140.942,140.876,1.32,0.9
357,2024-01-02 00:58:14.601,140.946,140.877,1.2,0.9
358,2024-01-02 00:58:15.808,140.945,140.876,1.2,0.9
359,2024-01-02 00:58:18.071,140.945,140.876,1.2,0.9
360,2024-01-02 00:58:18.172,140.935,140.871,1.2,1.2
361,2024-01-02 00:58:22.084,140.894,140.871,0.45,2.7
362,2024-01-02 00:58:22.187,140.9,140.871,0.9,2.7
363,2024-01-02 00:58:22.288,140.903,140.868,0.9,0.9
364,2024-01-02 00:58:22.390,140.945,140.869,1.2,0.9
365,2024-01-02 00:58:23.246,140.947,140.871,2.7,4.5
366,2024-01-02 00:58:36.002,140.944,140.873,1.1,2.7
367,2024-01-02 00:58:36.104,140.945,140.875,1.6,1.2
368,2024-01-02 00:58:40.216,140.939,140.878,1.2,0.9
369,2024-01-02 00:58:40.317,140.938,140.878,1.2,0.9
370,2024-01-02 00:58:42.978,140.948,140.878,1.2,0.9
371,2024-01-02 00:58:44.489,140.938,140.878,1.2,0.9
372,2024-01-02 00:58:44.590,140.938,140.865,1.2,1.35
373,2024-01-02 00:58:45.645,140.933,140.882,0.9,0.9
374,2024-01-02 00:58:51.411,140.933,140.881,0.9,0.9
375,2024-01-02 00:58:51.512,140.936,140.88,1.2,0.9
376,2024-01-02 00:59:04.446,140.946,140.861,1.6,1.1
377,2024-01-02 00:59:04.848,140.934,140.868,0.9,1.2
378,2024-01-02 00:59:04.950,140.934,140.875,0.9,1.2
379,2024-01-02 00:59:05.905,140.936,140.877,1.2,0.9
380,2024-01-02 00:59:06.006,140.936,140.872,1.2,1.2
381,2024-01-02 00:59:07.966,140.936,140.871,1.2,1.2
382,2024-01-02 00:59:17.562,140.944,140.861,1.1,2.47
383,2024-01-02 00:59:18.165,140.936,140.873,1.2,1.2
384,2024-01-02 00:59:23.282,140.945,140.874,1.1,2.7
385,2024-01-02 00:59:26.040,140.936,140.876,1.2,1.2
386,2024-01-02 00:59:26.141,140.944,140.878,1.1,2.7
387,2024-01-02 00:59:27.196,140.944,140.871,1.1,1.2
388,2024-01-02 00:59:27.297,140.944,140.871,1.1,1.2
389,2024-01-02 00:59:33.693,140.944,140.87,1.1,1.2
390,2024-01-02 00:59:37.506,140.937,140.869,1.2,1.35
391,2024-01-02 00:59:37.607,140.936,140.869,1.2,1.35
392,2024-01-02 00:59:37.758,140.936,140.868,1.2,1.2
393,2024-01-02 00:59:46.493,140.936,140.873,1.2,1.2
394,2024-01-02 00:59:46.594,140.936,140.875,1.2,1.2
395,2024-01-02 00:59:51.207,140.936,140.876,1.2,1.2
396,2024-01-02 00:59:53.365,140.936,140.878,2.7,4.5
397,2024-01-02 00:59:59.382,140.932,140.875,0.9,0.9
398,2024-01-02 01:00:00.138,140.932,140.883,0.9,1.8
399,2024-01-02 01:00:00.190,140.945,140.879,2.25,1.8
400,2024-01-02 01:00:00.292,140.945,140.863,2.7,1.8
401,2024-01-02 01:00:00.594,140.945,140.868,1.2,1.8
402,2024-01-02 01:00:00.848,140.945,140.871,1.2,2.7
403,2024-01-02 01:00:00.900,140.949,140.872,1.6,1.35
404,2024-01-02 01:00:01.153,140.95,140.871,1.2,1.2
405,2024-01-02 01:00:01.306,140.95,140.872,3.6,1.2
406,2024-01-02 01:00:01.357,140.953,140.883,1.6,1.8
407,2024-01-02 01:00:01.510,140.957,140.89,2.1,1.8
408,2024-01-02 01:00:02.318,140.951,140.894,1.8,1.2
409,2024-01-02 01:00:02.369,140.955,140.895,1.2,1.8
410,2024-01-02 01:00:02.475,140.956,140.895,3.15,1.8
411,2024-01-02 01:00:02.729,140.956,140.895,2.47,1.8
412,2024-01-02 01:00:02.932,140.943,140.895,0.9,2.7
413,2024-01-02 01:00:03.235,140.954,140.895,2.1,1.8
414,2024-01-02 01:00:03.791,140.941,140.901,0.9,1.2
415,2024-01-02 01:00:04.094,140.94,140.901,0.9,1.2
416,2024-01-02 01:00:04.498,140.94,140.902,0.9,1.2
417,2024-01-02 01:00:04.802,140.938,140.901,0.9,1.2
418,2024-01-02 01:00:05.607,140.939,140.894,0.9,1.2
419,2024-01-02 01:00:05.911,140.938,140.901,0.9,1.2
420,2024-01-02 01:00:08.276,140.955,140.894,2.1,1.8
421,2024-01-02 01:00:10.641,140.938,140.902,0.9,1.2
